"id","time","y","grupo","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13"
1,29,4.32734184757031,0,-0.0877776062827769,0.128089331435295,0.0806595430462216,-0.0491405763410706,-0.177078644618555,0.181333119646198,0.0165757864724448,-0.206773407216078,0.288594883474653,0.123042005615477,-0.171146225702713,0.328246667205856,0.14813392050856
2,16,2.24774573296888,0,-0.0493700865931701,0.098695435472748,0.14231585466273,0.167173844733981,0.156721757746789,-0.0993382458323264,0.0025840826273427,0.127693267122077,-0.238386294188526,-0.291521434078148,-0.253579410718378,0.11498218837492,-0.114362860277846
2,37,4.3267748555036,0,0.036762134058566,-0.0831349871147131,-0.0538911210263251,0.084955975949623,0.16950522773611,-0.0279332967451071,0.207929416799633,0.20264907562624,0.101179556292461,0.318640683068489,0.122127297878245,0.257036724082443,0.255267690456411
2,39,4.45401123208551,0,-0.0702059273568072,-0.0109049409959004,-0.116818543391292,-0.0334953004887411,0.156715644928904,-0.140972993410714,0.123850687252313,0.257698874267499,-0.00525915191531119,0.303787826105526,0.190694082956732,0.218308401450587,0.273564858577544
3,11,1.97738031087261,0,-0.00743372797463561,0.00570383029857563,-0.0119349501412483,-0.047848402097972,-0.098913669592722,0.156531126679571,0.207842475043295,0.238014219611893,-0.233207634404942,-0.183656273817032,-0.0860816680009261,-0.0546410445064427,-0.232610671358971
3,16,3.15328126463528,0,-0.0493700865931701,0.098695435472748,0.14231585466273,0.167173844733981,0.156721757746789,-0.0993382458323264,0.0025840826273427,0.127693267122077,-0.238386294188526,-0.291521434078148,-0.253579410718378,0.11498218837492,-0.114362860277846
3,34,4.76189716209714,0,0.11239295553062,-0.0891082642100312,0.0588659223890081,0.166044832756375,0.0812589799583279,0.136071569534024,0.23618302110011,0.058918815419582,0.231176910840386,0.289539506296898,0.00946739786428452,0.3007809207918,0.221194427881375
3,50,4.64163298820517,0,0.0442794696550913,-0.0560192408053031,0.0727294086316944,0.102757273521913,-0.125259473306151,0.131719491688208,-0.193125800275415,-0.136578536491152,-0.263465739770223,-0.115635680573693,0.325455903796076,-0.0696106968547054,0.305858916721099
4,27,4.31183125406614,0,-0.0911061102072526,0.101744328077733,0.0107748499812382,-0.119975199657884,-0.180816634923054,0.0969444280210428,-0.0969316211926727,-0.259825733573093,0.245516968668273,0.0329254869019481,-0.228850182049423,0.32184865347617,0.113809274674063
4,48,4.57758446451375,0,0.123423162741097,-0.0123511498088968,0.146829409443296,0.0223348336122103,-0.188983318913055,0.0280539415374007,-0.241549503821901,-0.0284508683368261,-0.293879472389447,-0.0236117151004624,0.339006379874684,-0.0140207713451616,0.308834754259712
5,31,4.54757124673803,0,-0.00509563247975479,0.0550112609561896,0.103683093266622,0.0565780989538446,-0.0921867896622864,0.204715923231972,0.128242692466384,-0.112602530664328,0.292643079025999,0.202993449734902,-0.103079720237764,0.324483519582625,0.179648284055425
5,50,5.07479372945646,0,0.0442794696550913,-0.0560192408053031,0.0727294086316944,0.102757273521913,-0.125259473306151,0.131719491688208,-0.193125800275415,-0.136578536491152,-0.263465739770223,-0.115635680573693,0.325455903796076,-0.0696106968547054,0.305858916721099
