"id","time","y","grupo","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8"
1,29,4.32734184757031,0,0.132826417233096,-0.111267355136173,0.0820058539140055,0.268508632744675,0.210392980907259,0.107158096603648,0.375013494278352,0.218158143097442
2,16,2.24774573296888,0,-0.0883548108400001,0.118290147810582,0.0551580965169686,-0.0900189994435209,-0.251984063784217,0.330959137658444,0.243776526592684,-0.0392551851166853
2,37,4.3267748555036,0,-0.0417570897048079,-0.0876606433392366,-0.177066243045238,0.0357303429510451,0.314343815595129,-0.180704739566783,0.271537920333842,0.320151095165488
2,39,4.45401123208551,0,-0.11337345792764,-0.025733700970749,-0.208334721762814,-0.0538448238152495,0.289486315656948,-0.243306535894642,0.228204017917074,0.337432259809777
3,11,1.97738031087261,0,0.0216237393161903,-0.0679217412314297,-0.144842937784798,-0.230400978575995,-0.280243720601805,0.246131564934343,0.100553394339281,-0.158979313519534
3,16,3.15328126463528,0,-0.0883548108400001,0.118290147810582,0.0551580965169686,-0.0900189994435209,-0.251984063784217,0.330959137658444,0.243776526592684,-0.0392551851166853
3,34,4.76189716209714,0,0.0750317699323374,-0.155890512097179,-0.0927775641056189,0.162203104006032,0.314367847409987,-0.0749865692665962,0.324899254144992,0.287885927112747
3,50,4.64163298820517,0,0.0999032645483772,0.116755846771845,0.108683257027074,-0.24018861723875,-0.106679141304225,-0.361209660988913,-0.0716421515080686,0.367787015199704
4,27,4.31183125406614,0,0.0875983406197369,-0.0350421743694008,0.142404634183587,0.259944836174429,0.137832865954877,0.173521675757731,0.379633743175203,0.18509958371636
4,48,4.57758446451375,0,0.0213156803263987,0.130308160150925,0.0226670899697837,-0.257656271321234,-0.0217449752302366,-0.372085358627707,-0.0144118226408244,0.370552367551211
5,31,4.54757124673803,0,0.142592525586898,-0.15940293015588,0.0127491354515983,0.248272403567275,0.267572661643377,0.035685911030519,0.361437373081892,0.248350629631915
5,50,5.07479372945646,0,0.0999032645483772,0.116755846771845,0.108683257027074,-0.24018861723875,-0.106679141304225,-0.361209660988913,-0.0716421515080686,0.367787015199704
6,26,3.94895037677833,0,0.0568891346654326,0.0079052356230209,0.167255893665394,0.246308179965117,0.0978102659183161,0.203944490588049,0.378569480398046,0.167556185411578
6,65,4.4777120045129,0,-0.143182831532383,-0.139986099873632,-0.0480794561907699,0.262279571720667,-0.241310399606498,0.0718919301515487,-0.369341730694926,0.233624777211154
7,31,3.95809723672572,0,0.142592525586898,-0.15940293015588,0.0127491354515983,0.248272403567275,0.267572661643377,0.035685911030519,0.361437373081892,0.248350629631915
7,72,4.61030265563939,0,0.04264441562938,0.128732587815079,-0.210690411111637,0.174916387950088,0.0275071271333322,0.280129448862119,-0.36180265462075,0.111160677815807
8,40,4.56565238947604,0,-0.13975062148522,0.00577127955426606,-0.213538627396661,-0.0963434706947378,0.269868191553195,-0.271091306275247,0.204566136633071,0.344761410930226
8,52,4.85395344842741,0,0.151790300435892,0.0851337822206596,0.176090652796986,-0.199430757712954,-0.183430367990384,-0.33583303316506,-0.127204633591089,0.361334526379521
9,20,3.18894884780392,0,-0.109581072794489,0.189667849941969,0.19042424488145,0.0699419753963213,-0.143687899323794,0.326605900158376,0.324540917723603,0.0496267343050853
9,27,3.8532560528487,0,0.0875983406197369,-0.0350421743694008,0.142404634183587,0.259944836174429,0.137832865954877,0.173521675757731,0.379633743175203,0.18509958371636
10,27,4.12595909486433,0,0.0875983406197369,-0.0350421743694008,0.142404634183587,0.259944836174429,0.137832865954877,0.173521675757731,0.379633743175203,0.18509958371636
10,36,4.72248545202924,0,-0.00155665776839322,-0.115155538770585,-0.15297043099637,0.080228906622818,0.319407811773678,-0.14665640203396,0.290995958875152,0.31022757963127
10,51,4.87028259933461,0,0.130519378450666,0.103203533392766,0.145643489887321,-0.222720963156266,-0.146486769040175,-0.350333963350119,-0.0997152657368179,0.365021662848197
11,9,1.00962593216547,0,0.055108479116737,-0.118192082012509,-0.186275855554974,-0.240510664838567,-0.250434599969161,0.185898951979934,0.0325887069418348,-0.208870370089255
11,15,2.65799302991579,0,-0.0690404501010936,0.082605574687718,0.0116481954079622,-0.1269632248942,-0.268168582363663,0.321786097812558,0.21856766048957,-0.0625220648125602
11,31,4.45495485041884,0,0.142592525586898,-0.15940293015588,0.0127491354515983,0.248272403567275,0.267572661643377,0.035685911030519,0.361437373081892,0.248350629631915
12,17,2.41876817973179,0,-0.103486867963442,0.148957714128518,0.0966680495959809,-0.0507845308530026,-0.231140241325941,0.336097071928933,0.267074694419101,-0.0163803363757082
12,31,4.09726990464403,0,0.142592525586898,-0.15940293015588,0.0127491354515983,0.248272403567275,0.267572661643377,0.035685911030519,0.361437373081892,0.248350629631915
12,46,4.63437399779566,0,-0.0626120135624726,0.125790722357898,-0.0670708313449826,-0.251833719960406,0.0648257787213178,-0.368460126081443,0.0431520755832644,0.369630583434042
13,28,3.34891766240799,0,0.113604510868919,-0.0755262089619474,0.113717767089034,0.267537687331772,0.175630453653955,0.141147111450986,0.378446289786874,0.20197499077208
13,41,4.26844718206116,0,-0.156481256187682,0.035685888698379,-0.21047646985731,-0.135597522428431,0.245574071130256,-0.296019532524016,0.179772957026291,0.35119727592313
14,39,4.60798849090628,0,-0.11337345792764,-0.025733700970749,-0.208334721762814,-0.0538448238152495,0.289486315656948,-0.243306535894642,0.228204017917074,0.337432259809777
14,51,4.94980686446237,0,0.130519378450666,0.103203533392766,0.145643489887321,-0.222720963156266,-0.146486769040175,-0.350333963350119,-0.0997152657368179,0.365021662848197
