"id","time","y","grupo","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9"
1,29,4.32734184757031,0,0.115833407853133,-0.164787380784611,-0.0765186710820506,0.131637611125329,0.28645590499979,-0.189968842530887,0.129161764791797,0.366673616722572,-0.199211022973186
2,16,2.24774573296888,0,-0.0903825015302075,0.139664286238219,0.116786254178782,0.0143214283574005,-0.138763488877151,0.27695604878159,0.31952749373933,0.210263546619841,0.0626640614194389
2,37,4.3267748555036,0,-0.143839639154838,0.0770827645358882,-0.145788991943755,-0.209720701930774,0.0545532436677405,-0.325794159891052,-0.166863281870677,0.270943645789233,-0.30381377460262
2,39,4.45401123208551,0,-0.13164253323968,0.117497016128794,-0.086661127564728,-0.236470778868345,-0.0362118038133665,-0.301969594663514,-0.231222866860539,0.228351182605126,-0.321548640924366
3,11,1.97738031087261,0,0.0125877617396249,-0.044954976322731,-0.105220881190231,-0.182930594463778,-0.249940948542499,0.26931553918608,0.209110832411227,0.0568867128709091,0.183438338662126
3,16,3.15328126463528,0,-0.0903825015302075,0.139664286238219,0.116786254178782,0.0143214283574005,-0.138763488877151,0.27695604878159,0.31952749373933,0.210263546619841,0.0626640614194389
3,34,4.76189716209714,0,-0.0627655723921284,-0.0318990724354164,-0.170672851890216,-0.0999853108945492,0.178278721701941,-0.313825011398695,-0.0573577156488882,0.321958510613675,-0.270654857276666
3,50,4.64163298820517,0,0.105416686070999,-0.0628764009375672,0.162759437531066,0.10377586686297,-0.256227027211907,0.108394317669406,-0.355978448119356,-0.0717713822901044,-0.35276623788957
4,27,4.31183125406614,0,0.124581776666849,-0.139435923442351,-0.00493245519879983,0.193072311791632,0.273440879404098,-0.112751245511765,0.194458718243663,0.368422354145584,-0.165434392090185
4,48,4.57758446451375,0,0.151437716974093,-0.0130901611878285,0.202027132179571,0.0213774576959402,-0.283255365921154,0.0220348586430391,-0.368775785153561,-0.0144380813627328,-0.355650658281246
5,31,4.54757124673803,0,0.0584233948630961,-0.135258365448362,-0.131150351730349,0.044285382032236,0.263721863508013,-0.252907688572754,0.0567236869445002,0.355365422899488,-0.230096845681892
5,50,5.07479372945646,0,0.105416686070999,-0.0628764009375672,0.162759437531066,0.10377586686297,-0.256227027211907,0.108394317669406,-0.355978448119356,-0.0717713822901044,-0.35276623788957
6,26,3.94895037677833,0,0.110108596930441,-0.107291541401851,0.0341366775927122,0.211806257893932,0.253888865180843,-0.0703998896377995,0.22352250727465,0.365639404940714,-0.147521270225105
6,65,4.4777120045129,0,0.0917500989265903,0.155773268340722,-0.106287947928949,-0.0902450454489012,0.279159693982184,0.22342768866624,0.0936122610162719,-0.362174872173408,-0.215025476178012
7,31,3.95809723672572,0,0.0584233948630961,-0.135258365448362,-0.131150351730349,0.044285382032236,0.263721863508013,-0.252907688572754,0.0567236869445002,0.355365422899488,-0.230096845681892
7,72,4.61030265563939,0,0.02351873694888,-0.0268258586962031,0.142268587223512,-0.222375449529828,0.157091228207802,-0.0608039242773399,0.293115220730336,-0.342969354217389,-0.090010462546966
8,40,4.56565238947604,0,-0.10383230566961,0.124269077773307,-0.0463069133510324,-0.233542060170626,-0.0810319286400203,-0.280683564363521,-0.259702020797804,0.204838533781257,-0.32906023577752
8,52,4.85395344842741,0,0.0227712823699753,-0.102365020681003,0.087908836133508,0.173728589563074,-0.200264476207757,0.187633874512622,-0.327589790118872,-0.127428585123227,-0.346082887214367
9,20,3.18894884780392,0,-0.0699216342781641,0.145625453774682,0.197652767262536,0.169093312427171,0.0281782303114998,0.179162855732495,0.33065248966156,0.29938506561327,-0.0274179945557011
9,27,3.8532560528487,0,0.124581776666849,-0.139435923442351,-0.00493245519879983,0.193072311791632,0.273440879404098,-0.112751245511765,0.194458718243663,0.368422354145584,-0.165434392090185
10,27,4.12595909486433,0,0.124581776666849,-0.139435923442351,-0.00493245519879983,0.193072311791632,0.273440879404098,-0.112751245511765,0.194458718243663,0.368422354145584,-0.165434392090185
10,36,4.72248545202924,0,-0.126980747359264,0.0446624514981308,-0.16217711965517,-0.180481307978424,0.0984286515340746,-0.327851396350759,-0.131639642960157,0.289757429254256,-0.293615856197926
10,51,4.87028259933461,0,0.0667853103485693,-0.084422794310388,0.128502625811168,0.140930223344734,-0.231320730332654,0.149260078973065,-0.343620778683001,-0.0998933008731591,-0.34989584687005
11,9,1.00962593216547,0,0.0470150625859638,-0.100005498197334,-0.158478477673627,-0.211900358975866,-0.240777236356701,0.222326925141776,0.138673735014771,-0.0146058583677885,0.233582924814028
11,15,2.65799302991579,0,-0.0752640035552047,0.109055744435847,0.0737561473637949,-0.0313830604864447,-0.172699376002515,0.287451136340246,0.3055461868617,0.182942739669696,0.0861844132294186
11,31,4.45495485041884,0,0.0584233948630961,-0.135258365448362,-0.131150351730349,0.044285382032236,0.263721863508013,-0.252907688572754,0.0567236869445002,0.355365422899488,-0.230096845681892
12,17,2.41876817973179,0,-0.0990596156174475,0.161272205452233,0.153367146782922,0.0591469951070862,-0.100789305995482,0.260713830346048,0.329159694209713,0.235678627733078,0.0395160882116132
12,31,4.09726990464403,0,0.0584233948630961,-0.135258365448362,-0.131150351730349,0.044285382032236,0.263721863508013,-0.252907688572754,0.0567236869445002,0.355365422899488,-0.230096845681892
12,46,4.63437399779566,0,0.134891968593946,0.0387556025631708,0.188120522563701,-0.0635100887644745,-0.273899771017435,-0.0657485808199583,-0.364438287314141,0.0432304391834886,-0.354686896338208
13,28,3.34891766240799,0,0.127264270408421,-0.159597676964189,-0.0424082570288575,0.166368032413374,0.284644133423502,-0.15289752447179,0.162910825357934,0.368773391182949,-0.182673265448496
13,41,4.26844718206116,0,-0.0663109665824326,0.123317924413093,-0.00205468217709362,-0.221279076622713,-0.124036479533358,-0.254057607426165,-0.285405900062478,0.180068811386701,-0.335657917733383
14,39,4.60798849090628,0,-0.13164253323968,0.117497016128794,-0.086661127564728,-0.236470778868345,-0.0362118038133665,-0.301969594663514,-0.231222866860539,0.228351182605126,-0.321548640924366
14,51,4.94980686446237,0,0.0667853103485693,-0.084422794310388,0.128502625811168,0.140930223344734,-0.231320730332654,0.149260078973065,-0.343620778683001,-0.0998933008731591,-0.34989584687005
15,19,2.82074779837668,0,-0.0897229894277256,0.165855987466624,0.195695888149334,0.138165113955042,-0.0163523979631808,0.211523747470919,0.334784266284633,0.280335486945558,-0.00555247022485455
15,31,4.15901761772686,0,0.0584233948630961,-0.135258365448362,-0.131150351730349,0.044285382032236,0.263721863508013,-0.252907688572754,0.0567236869445002,0.355365422899488,-0.230096845681892
15,49,4.49850021746801,0,0.134891968593946,-0.0387556025631706,0.188120522563701,0.0635100887644744,-0.273899771017435,0.0657485808199589,-0.364438287314141,-0.0432304391834873,-0.354686896338208
16,38,4.65702840185159,0,-0.145968208349323,0.101971977478924,-0.120558576088679,-0.228820664069178,0.00934029911852169,-0.317203708107829,-0.20019294936448,0.250439148048883,-0.31313029710864
17,20,4.26292746413155,0,-0.0699216342781641,0.145625453774682,0.197652767262536,0.169093312427171,0.0281782303114998,0.179162855732495,0.33065248966156,0.29938506561327,-0.0274179945557011
17,56,4.61030101487936,0,-0.13164253323968,-0.117497016128794,-0.0866611275647279,0.236470778868345,-0.0362118038133662,0.301969594663514,-0.231222866860538,-0.228351182605124,-0.321548640924366
18,25,3.2446270299383,0,0.0866021107188652,-0.0665856825562293,0.0729355938944324,0.222788806018749,0.227183187445719,-0.0267515283689336,0.249832789400013,0.36045157055797,-0.128961304749026
18,34,4.59451905614986,0,-0.0627655723921284,-0.0318990724354164,-0.170672851890216,-0.0999853108945492,0.178278721701941,-0.313825011398695,-0.0573577156488882,0.321958510613675,-0.270654857276666
18,50,4.66266553279454,0,0.105416686070999,-0.0628764009375672,0.162759437531066,0.10377586686297,-0.256227027211907,0.108394317669406,-0.355978448119356,-0.0717713822901044,-0.35276623788957
19,30,3.48507853501619,0,0.0917500989265901,-0.155773268340723,-0.106287947928949,0.0902450454489013,0.279159693982183,-0.223427688666241,0.0936122610162706,0.36217487217341,-0.215025476178011
19,57,4.71346652794695,0,-0.145968208349323,-0.101971977478924,-0.120558576088679,0.228820664069178,0.00934029911852197,0.317203708107829,-0.200192949364479,-0.250439148048881,-0.31313029710864
20,20,3.02384977221802,0,-0.0699216342781641,0.145625453774682,0.197652767262536,0.169093312427171,0.0281782303114998,0.179162855732495,0.33065248966156,0.29938506561327,-0.0274179945557011
21,50,4.69770019372152,0,0.105416686070999,-0.0628764009375672,0.162759437531066,0.10377586686297,-0.256227027211907,0.108394317669406,-0.355978448119356,-0.0717713822901044,-0.35276623788957
22,14,2.17068327848547,0,-0.0555559249665796,0.0723680636618418,0.0271586033786815,-0.0759634893074671,-0.201691016451655,0.292066861091019,0.28736482043345,0.153830429851185,0.110049580250115
22,41,4.37524131698062,0,-0.0663109665824326,0.123317924413093,-0.00205468217709362,-0.221279076622713,-0.124036479533358,-0.254057607426165,-0.285405900062478,0.180068811386701,-0.335657917733383
23,21,3.11940615151399,0,-0.0426093084857642,0.113429486606602,0.188158145178469,0.193583724712661,0.0727257752262127,0.14265054027473,0.322150787827563,0.316191921040901,-0.0488011046501835
23,35,4.38764430905817,0,-0.098814341246462,0.00742883389586361,-0.170284290538278,-0.143202481507527,0.139994479757335,-0.323740026869288,-0.0949838295062473,0.30679190632522,-0.282556297265568
23,62,4.50302423521468,0,-0.0222595923719595,0.0706022516602116,-0.163905151008117,0.0529308845159534,0.212309370732311,0.298471309891037,-0.0192231755280167,-0.33516867573117,-0.257931295702339
24,29,4.24081894426997,0,0.115833407853133,-0.164787380784611,-0.0765186710820506,0.131637611125329,0.28645590499979,-0.189968842530887,0.129161764791797,0.366673616722572,-0.199211022973186
24,36,4.66714478765698,0,-0.126980747359264,0.0446624514981308,-0.16217711965517,-0.180481307978424,0.0984286515340746,-0.327851396350759,-0.131639642960157,0.289757429254256,-0.293615856197926
24,50,4.79732547615677,0,0.105416686070999,-0.0628764009375672,0.162759437531066,0.10377586686297,-0.256227027211907,0.108394317669406,-0.355978448119356,-0.0717713822901044,-0.35276623788957
25,30,4.14652094806804,0,0.0917500989265901,-0.155773268340723,-0.106287947928949,0.0902450454489013,0.279159693982183,-0.223427688666241,0.0936122610162706,0.36217487217341,-0.215025476178011
25,49,4.64551599594023,0,0.134891968593946,-0.0387556025631706,0.188120522563701,0.0635100887644744,-0.273899771017435,0.0657485808199589,-0.364438287314141,-0.0432304391834873,-0.354686896338208
26,24,4.07451114094134,0,0.0568196975517889,-0.0207394986190305,0.109600746255114,0.226238891464556,0.194518942890711,0.0172857667757926,0.27312016156887,0.352885877986985,-0.109781900557723
27,48,4.57033461494734,0,0.151437716974093,-0.0130901611878285,0.202027132179571,0.0213774576959402,-0.283255365921154,0.0220348586430391,-0.368775785153561,-0.0144380813627328,-0.355650658281246
28,32,3.6125887850977,0,0.0192784472383474,-0.105961687943026,-0.150543535189117,-0.00414029074820357,0.241114420212862,-0.278043882298373,0.0189579167164244,0.346333835289259,-0.244405372013708
28,46,4.45179781584477,0,0.134891968593946,0.0387556025631708,0.188120522563701,-0.0635100887644745,-0.273899771017435,-0.0657485808199583,-0.364438287314141,0.0432304391834886,-0.354686896338208
29,21,2.98116471042019,0,-0.0426093084857642,0.113429486606602,0.188158145178469,0.193583724712661,0.0727257752262127,0.14265054027473,0.322150787827563,0.316191921040901,-0.0488011046501835
29,26,3.45563039989067,0,0.110108596930441,-0.107291541401851,0.0341366775927122,0.211806257893932,0.253888865180843,-0.0703998896377995,0.22352250727465,0.365639404940714,-0.147521270225105
30,16,2.71878957449803,0,-0.0903825015302075,0.139664286238219,0.116786254178782,0.0143214283574005,-0.138763488877151,0.27695604878159,0.31952749373933,0.210263546619841,0.0626640614194389
30,27,3.15722008635123,0,0.124581776666849,-0.139435923442351,-0.00493245519879983,0.193072311791632,0.273440879404098,-0.112751245511765,0.194458718243663,0.368422354145584,-0.165434392090185
31,24,3.3604690716447,0,0.0568196975517889,-0.0207394986190305,0.109600746255114,0.226238891464556,0.194518942890711,0.0172857667757926,0.27312016156887,0.352885877986985,-0.109781900557723
31,35,4.68035169198057,0,-0.098814341246462,0.00742883389586361,-0.170284290538278,-0.143202481507527,0.139994479757335,-0.323740026869288,-0.0949838295062473,0.30679190632522,-0.282556297265568
31,52,4.93780165484436,0,0.0227712823699753,-0.102365020681003,0.087908836133508,0.173728589563074,-0.200264476207757,0.187633874512622,-0.327589790118872,-0.127428585123227,-0.346082887214367
32,22,3.69182219446252,0,-0.0105433915701936,0.0726892376759283,0.169075569348379,0.211417415513038,0.116095140088975,0.102894872616665,0.309548563833527,0.330729026238818,-0.0696743956125294
32,34,4.71513013352848,0,-0.0627655723921284,-0.0318990724354164,-0.170672851890216,-0.0999853108945492,0.178278721701941,-0.313825011398695,-0.0573577156488882,0.321958510613675,-0.270654857276666
32,50,5.00000446681449,0,0.105416686070999,-0.0628764009375672,0.162759437531066,0.10377586686297,-0.256227027211907,0.108394317669406,-0.355978448119356,-0.0717713822901044,-0.35276623788957
33,27,3.63112038115599,0,0.124581776666849,-0.139435923442351,-0.00493245519879983,0.193072311791632,0.273440879404098,-0.112751245511765,0.194458718243663,0.368422354145584,-0.165434392090185
33,40,4.36180214276313,0,-0.10383230566961,0.124269077773307,-0.0463069133510324,-0.233542060170626,-0.0810319286400203,-0.280683564363521,-0.259702020797804,0.204838533781257,-0.32906023577752
34,21,3.03442905413956,0,-0.0426093084857642,0.113429486606602,0.188158145178469,0.193583724712661,0.0727257752262127,0.14265054027473,0.322150787827563,0.316191921040901,-0.0488011046501835
34,35,4.17673609473423,0,-0.098814341246462,0.00742883389586361,-0.170284290538278,-0.143202481507527,0.139994479757335,-0.323740026869288,-0.0949838295062473,0.30679190632522,-0.282556297265568
35,19,2.26085466399044,0,-0.0897229894277256,0.165855987466624,0.195695888149334,0.138165113955042,-0.0163523979631808,0.211523747470919,0.334784266284633,0.280335486945558,-0.00555247022485455
