"id","time","y","grupo","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11"
1,29,4.32734184757031,0,-0.0564896134464886,0.0140205160876672,-0.1050436285786,-0.163436724847553,-0.0514738736244087,-0.170045093608673,-0.291071720228848,-0.153496159869606,0.155984478553831,0.347235234165558,-0.169770320009384
2,16,2.24774573296888,0,-0.0779155529276025,0.139655133796441,0.167025496351154,0.142828257787144,0.0598370159683273,0.0688013719176925,0.205368622549022,0.295444243651999,0.287259115715929,0.155749059387856,0.0947085114214531
2,37,4.3267748555036,0,0.0655352019198373,0.0210127385885355,0.13666580849883,0.0518909518423605,-0.175886249300752,0.207302618499087,-0.0814118632481407,-0.32506925870372,-0.141652755972652,0.265052600662476,-0.276709970290191
2,39,4.45401123208551,0,0.12922496621536,-0.0526278071636938,0.138770254371649,0.14518257451735,-0.103113631286222,0.255431019878352,0.0207098371819352,-0.307037167752981,-0.209468995619793,0.224404448115788,-0.294927773384097
3,11,1.97738031087261,0,0.000273101039528656,-0.0137206986600871,-0.0484868529546046,-0.104024912989438,-0.169870311789397,0.227338814653494,0.253900366292303,0.229225989928399,0.141201261302089,-0.00917582631111123,0.215057589718295
3,16,3.15328126463528,0,-0.0779155529276025,0.139655133796441,0.167025496351154,0.142828257787144,0.0598370159683273,0.0688013719176925,0.205368622549022,0.295444243651999,0.287259115715929,0.155749059387856,0.0947085114214531
3,34,4.76189716209714,0,-0.0739457025262885,0.120570966971863,0.0613173696757045,-0.110202135404172,-0.217933027238577,0.0759627907114709,-0.214874226946494,-0.304382087510457,-0.0289168010391904,0.312388579921969,-0.242755432903895
3,50,4.64163298820517,0,-0.0729667493297405,0.0597976994039305,-0.112350718608842,-0.105475587524335,0.181936258645636,-0.125393314329157,0.264083442524513,0.11411824940833,-0.341128388477207,-0.0711183250109431,-0.327020485910219
4,27,4.31183125406614,0,0.0270730805650622,-0.0857482673336385,-0.137439673407972,-0.0972934479858892,0.0611164370189893,-0.236029780790552,-0.261078580139165,-0.066316668443655,0.218209622988208,0.344261870834764,-0.135387897907697
4,48,4.57758446451375,0,-0.13559951753337,0.0127681017481862,-0.169007599535292,-0.0222396593883755,0.226884586855519,-0.0259943408768877,0.293330722914505,0.0232570578225155,-0.354470409805849,-0.0143167305431746,-0.329980656801189
5,31,4.54757124673803,0,-0.115320213567247,0.102879218878083,-0.045410160010156,-0.188117590536552,-0.151089337814921,-0.0788206944214221,-0.287809164042552,-0.228977220532555,0.0852995170361913,0.340435114459879,-0.201294680845874
5,50,5.07479372945646,0,-0.0729667493297405,0.0597976994039305,-0.112350718608842,-0.105475587524335,0.181936258645636,-0.125393314329157,0.264083442524513,0.11411824940833,-0.341128388477207,-0.0711183250109431,-0.327020485910219
6,26,3.94895037677833,0,0.0642878509038249,-0.124407220744832,-0.138661601517254,-0.0551764397137993,0.11315959242626,-0.255413698435262,-0.234751898864578,-0.0207501885979794,0.245062479133271,0.339058399646484,-0.1171930376965
6,65,4.4777120045129,0,-0.0917646476184289,-0.0628769712689449,-0.077679160181112,0.182260565958334,-0.104726974993128,0.126759151226878,-0.293825559144946,0.193181029527141,0.12148201799724,-0.345046513015438,-0.18590338284859
7,31,3.95809723672572,0,-0.115320213567247,0.102879218878083,-0.045410160010156,-0.188117590536552,-0.151089337814921,-0.0788206944214221,-0.287809164042552,-0.228977220532555,0.0852995170361913,0.340435114459879,-0.201294680845874
