"id","time","y","grupo","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8"
125,17,2.51294451273127,1,-0.0117810649916816,-0.0146489826245431,-0.0935559083956633,-0.202270052109522,-0.286253739293674,0.281655572671815,0.147818874671421,-0.122230303040307
125,24,3.70874377352802,1,-0.100401023153537,0.184454459451081,0.201553611171483,0.0953724752998045,-0.119779600987112,0.319311590359923,0.334601282353977,0.0637114568321538
125,31,4.52141739112319,1,0.130182219335628,-0.105736603284345,0.0874668465905289,0.268831196668979,0.204844371493187,0.112920732648561,0.375741282895765,0.215510053988588
126,20,3.51014909196482,1,-0.08835481084,0.118290147810582,0.0551580965169685,-0.090018999443521,-0.251984063784217,0.330959137658444,0.243776526592684,-0.0392551851166853
126,24,3.95022119603749,1,-0.100401023153537,0.184454459451081,0.201553611171483,0.0953724752998045,-0.119779600987112,0.319311590359923,0.334601282353977,0.0637114568321538
126,34,4.79929263960849,1,0.122997561726162,-0.168361227757459,-0.0350721993360025,0.217235326601658,0.294302234968368,-0.0134492025701646,0.347480813185791,0.266794791907436
127,16,2.34264646820562,1,0.0145997398318215,-0.0569162100384887,-0.134659103180407,-0.225509686047948,-0.282744257084007,0.254751138008767,0.111346084069584,-0.150759278206756
127,20,4.25203168084484,1,-0.08835481084,0.118290147810582,0.0551580965169685,-0.090018999443521,-0.251984063784217,0.330959137658444,0.243776526592684,-0.0392551851166853
127,41,5.0515878269396,1,-0.149479216591117,0.0210188513743141,-0.213102330305975,-0.116456632086529,0.258300150267378,-0.283936508929062,0.192306522164045,0.348091894754797
128,18,1.92906169667525,1,-0.0392378922307292,0.0308844704613092,-0.046231151638328,-0.170807035955878,-0.281975575410676,0.303398556700947,0.182150274627888,-0.094108544443339
128,22,2.10495616672886,1,-0.114701409765076,0.178381010333026,0.145658738731186,0.00323813860796011,-0.196625231039679,0.336550810483227,0.295000087939907,0.013463783455525
129,22,2.18004571631905,1,-0.114701409765076,0.178381010333026,0.145658738731186,0.00323813860796011,-0.196625231039679,0.336550810483227,0.295000087939907,0.013463783455525
129,26,2.2920576752438,1,-0.0426444156293796,0.128732587815079,0.210690411111638,0.174916387950088,-0.0275071271333324,0.280129448862118,0.361802654620752,0.111160677815805
130,22,3.7152104670266,1,-0.114701409765076,0.178381010333026,0.145658738731186,0.00323813860796011,-0.196625231039679,0.336550810483227,0.295000087939907,0.013463783455525
130,25,3.6784572906982,1,-0.0756400645487199,0.162932291937376,0.211582454673193,0.137224856933776,-0.0749774137113247,0.302234805327685,0.34975679887498,0.0878053571367976
130,35,2.9184350408064,1,0.0915475667642771,-0.162037342146052,-0.0759468659283458,0.180293663073369,0.309883924836027,-0.0566049542046585,0.332243983931654,0.281791191073064
131,19,3.38206304628782,1,-0.0655145411064568,0.0763191727595301,0.00433392927231161,-0.132822673197163,-0.270391704039397,0.319869831296408,0.214187189935979,-0.0664361294555618
132,37,3.98470019358194,1,0.0051695488127008,-0.119363013410648,-0.148507047586104,0.0874943217532562,0.31976546695041,-0.140843047069054,0.29408358373515,0.30849196957811
132,39,4.20515414710437,1,-0.0858412249353414,-0.0521468515004104,-0.198393961853688,-0.016880708619527,0.302199546896865,-0.218247763620085,0.246933886424535,0.330652542474741
132,41,4.24864120621808,1,-0.149479216591117,0.0210188513743141,-0.213102330305975,-0.116456632086529,0.258300150267378,-0.283936508929062,0.192306522164045,0.348091894754797
132,56,3.48785385682921,1,0.0417570897048078,-0.0876606433392366,0.177066243045238,0.0357303429510447,-0.31434381559513,-0.180704739566783,-0.27153792033384,0.320151095165489
133,31,2.01721334520709,1,0.130182219335628,-0.105736603284345,0.0874668465905289,0.268831196668979,0.204844371493187,0.112920732648561,0.375741282895765,0.215510053988588
134,20,2.83928273323012,1,-0.08835481084,0.118290147810582,0.0551580965169685,-0.090018999443521,-0.251984063784217,0.330959137658444,0.243776526592684,-0.0392551851166853
