"id","time","y","grupo","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13"
125,17,2.51294451273127,1,-0.0392448107900967,0.065323603544864,0.0676231009149172,0.0404318335811849,-0.0152312797371036,0.0907620102942849,0.170568848118745,0.234413470769238,-0.261358587628885,-0.234631254618888,-0.146110474752288,-0.000337657570339325,-0.196562028810822
125,24,3.70874377352802,1,0.0787481372321292,-0.118619409581236,-0.0943675075077945,-0.00645062902977076,0.113232242107471,-0.208647204967611,-0.222616611012569,-0.128272666879942,-0.0476234869494302,-0.226702244097429,-0.311476522081135,0.235804583332019,-0.0107081519898039
125,31,4.52141739112319,1,-0.09187562935923,0.130433380837808,0.0766014901375483,-0.0570180987036019,-0.181030082684321,0.176628818581622,0.00684057800174342,-0.213025008849282,0.286509983903404,0.115827193502408,-0.176404880619444,0.328106817658973,0.145377937434777
126,20,3.51014909196482,1,-0.0493700865931701,0.098695435472748,0.14231585466273,0.167173844733981,0.156721757746789,-0.0993382458323264,0.00258408262734264,0.127693267122077,-0.238386294188526,-0.291521434078148,-0.253579410718378,0.11498218837492,-0.114362860277846
126,24,3.95022119603749,1,0.0787481372321292,-0.118619409581236,-0.0943675075077945,-0.00645062902977076,0.113232242107471,-0.208647204967611,-0.222616611012569,-0.128272666879942,-0.0476234869494302,-0.226702244097429,-0.311476522081135,0.235804583332019,-0.0107081519898039
126,34,4.79929263960849,1,0.0597995496534306,-0.0155042915541622,0.0946107540256335,0.120901460956256,-0.0139390262886118,0.188545517121044,0.189026856185143,-0.0374108817532,0.274847605548634,0.24740193680262,-0.0539631875711475,0.316549955675507,0.198993395376681
127,16,2.34264646820562,1,-0.014735645441836,0.0191897027040933,0.00563263823993486,-0.0290073603178204,-0.081887987023507,0.144150068169244,0.202106822688896,0.239631839063141,-0.241380492707736,-0.19622582284526,-0.100041722072749,-0.0423642071039588,-0.224565510597596
127,20,4.25203168084484,1,-0.0493700865931701,0.098695435472748,0.14231585466273,0.167173844733981,0.156721757746789,-0.0993382458323264,0.00258408262734264,0.127693267122077,-0.238386294188526,-0.291521434078148,-0.253579410718378,0.11498218837492,-0.114362860277846
127,41,5.0515878269396,1,-0.120613008024883,0.0426997535459413,-0.127681202540234,-0.110214947787203,0.112414112925223,-0.19852105372116,0.0424103647534406,0.269310672658238,-0.0848682153467525,0.275470433341595,0.235943261841243,0.185073084755425,0.284871060800441
128,18,1.92906169667525,1,-0.0573281659724068,0.101298146686217,0.12003501796197,0.105114763561016,0.0540400772288765,0.027422194063237,0.124184685860396,0.213195763586685,-0.267699314233222,-0.263792922652773,-0.187419814369465,0.0400482765809883,-0.168831749755222
128,22,2.10495616672886,1,0.0188508873617635,-0.0105369838200287,0.0362861857960909,0.108618449826584,0.172401825426157,-0.187304462774374,-0.127357556117318,0.00184622082068353,-0.158563583349765,-0.277401406868108,-0.29527996880169,0.180726007403717,-0.0615217557256792
129,22,2.18004571631905,1,0.0188508873617635,-0.0105369838200287,0.0362861857960909,0.108618449826584,0.172401825426157,-0.187304462774374,-0.127357556117318,0.00184622082068353,-0.158563583349765,-0.277401406868108,-0.29527996880169,0.180726007403717,-0.0615217557256792
129,26,2.2920576752438,1,0.056470309479368,-0.108211300815919,-0.134087309534233,-0.102447249756601,-5.39436362644443e-05,-0.139949009605355,-0.240879621566341,-0.225269265675784,0.0734223991448476,-0.145690976961154,-0.301471369839544,0.278790377918411,0.0376741771295432
130,22,3.7152104670266,1,0.0188508873617635,-0.0105369838200287,0.0362861857960909,0.108618449826584,0.172401825426157,-0.187304462774374,-0.127357556117318,0.00184622082068353,-0.158563583349765,-0.277401406868108,-0.29527996880169,0.180726007403717,-0.0615217557256792
