"id","time","y","grupo","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9"
1,29,4.32734184757031,0,0.0296206503076097,-0.0452784098462076,-0.023808852139628,0.0488523394912972,0.136369915536115,-0.126411853225071,0.134946824018934,0.728197900755527,-1.07351754503007
2,16,2.24774573296888,0,-0.0231555028372264,0.0384377407446675,0.0363674920230905,0.00546092439301502,-0.0659221796599451,0.184058754530206,0.334371773105495,0.418020982449043,0.336527012066095
2,37,4.3267748555036,0,-0.0368173608197015,0.0212032059035939,-0.0452538029326421,-0.0779640585864919,0.025913802510636,-0.216591719459719,-0.174660434064492,0.537999185198877,-1.63671055213243
2,39,4.45401123208551,0,-0.0336766978598499,0.0322934019520183,-0.0268848378091149,-0.0878822076332118,-0.0172874720767384,-0.200734751755562,-0.24196041148953,0.453415192176742,-1.73219511338905
3,11,1.97738031087261,0,0.00316975112867094,-0.0122616477854061,-0.0325663116224638,-0.0678950704172552,-0.118971579405732,0.179158899377,0.219073617189487,0.113628532206525,0.986866489337938
3,16,3.15328126463528,0,-0.0231555028372264,0.0384377407446675,0.0363674920230905,0.00546092439301502,-0.0659221796599451,0.184058754530206,0.334371773105495,0.418020982449043,0.336527012066095
3,34,4.76189716209714,0,-0.016097335355119,-0.00872745597524676,-0.0530020124792295,-0.0372171358474071,0.0848147256920133,-0.208673263006535,-0.0601434333307311,0.639324539437646,-1.45818113512671
3,50,4.64163298820517,0,0.0269832027045871,-0.0172735657974425,0.0505472212721994,0.0385571938435883,-0.12199180095795,0.0720469003181426,-0.372410597533752,-0.142504487997677,-1.90027001232367
4,27,4.31183125406614,0,0.031894295248942,-0.0383543383267312,-0.00159542998561261,0.0717072136562631,0.130219797694227,-0.0751081377176213,0.203262100950251,0.731719186481502,-0.891656895717525
4,48,4.57758446451375,0,0.0387550887292387,-0.003596086003121,0.0627350838784482,0.00794252032719346,-0.134853180011123,0.014645875835426,-0.385791616733666,-0.028667208118333,-1.91579960585266
